OECD,Year,Central Government Debt (Percent of GDP),"Inflation, consumer prices (annual %)","Current account balance (BoP, current US$)",Exports of goods and services (% of GDP),"Foreign direct investment, net inflows (BoP, current US$)","GovernmentExpenditure_Agriculture, forestry, fishing and hunting",GovernmentExpenditure_Communication,GovernmentExpenditure_Defence,GovernmentExpenditure_Education,GovernmentExpenditure_Environment protection,GovernmentExpenditure_Fuel and energy,"GovernmentExpenditure_General economic, commercial and labour affairs",GovernmentExpenditure_General public services,GovernmentExpenditure_Health,GovernmentExpenditure_Housing and community amenities,"GovernmentExpenditure_Mining, manufacturing and construction",GovernmentExpenditure_Other industries,GovernmentExpenditure_Public order and safety,GovernmentExpenditure_RandD Economic affairs,"GovernmentExpenditure_Recreation, culture and religion",GovernmentExpenditure_Social protection,GovernmentExpenditure_Total function,GovernmentExpenditure_Transport,Imports of goods and services (% of GDP),"Labor force participation rate for ages 15-24, total (%)",GDP (current US$),Net migration,Population growth (annual %),Population ages 15-64 (% of total population),Profit tax (% of commercial profits),Urban population (% of total population),Social Spending,Real interest rate (%),Tax revenue (% of GDP),"Labor force, total","Unemployment, total (% of total labor force)",Reelection Frequency (Years),LongInterestRate,DebtQuantile,Central Government Debt (Percent of GDP)_lag1,"Inflation, consumer prices (annual %)_lag1","Current account balance (BoP, current US$)_lag1",Exports of goods and services (% of GDP)_lag1,"Foreign direct investment, net inflows (BoP, current US$)_lag1","GovernmentExpenditure_Agriculture, forestry, fishing and hunting_lag1",GovernmentExpenditure_Communication_lag1,GovernmentExpenditure_Defence_lag1,GovernmentExpenditure_Education_lag1,GovernmentExpenditure_Environment protection_lag1,GovernmentExpenditure_Fuel and energy_lag1,"GovernmentExpenditure_General economic, commercial and labour affairs_lag1",GovernmentExpenditure_General public services_lag1,GovernmentExpenditure_Health_lag1,GovernmentExpenditure_Housing and community amenities_lag1,"GovernmentExpenditure_Mining, manufacturing and construction_lag1",GovernmentExpenditure_Other industries_lag1,GovernmentExpenditure_Public order and safety_lag1,GovernmentExpenditure_RandD Economic affairs_lag1,"GovernmentExpenditure_Recreation, culture and religion_lag1",GovernmentExpenditure_Social protection_lag1,GovernmentExpenditure_Total function_lag1,GovernmentExpenditure_Transport_lag1,Imports of goods and services (% of GDP)_lag1,"Labor force participation rate for ages 15-24, total (%)_lag1",GDP (current US$)_lag1,Net migration_lag1,Population growth (annual %)_lag1,Population ages 15-64 (% of total population)_lag1,Profit tax (% of commercial profits)_lag1,Urban population (% of total population)_lag1,Social Spending_lag1,Real interest rate (%)_lag1,Tax revenue (% of GDP)_lag1,"Labor force, total_lag1","Unemployment, total (% of total labor force)_lag1",Reelection Frequency (Years)_lag1,LongInterestRate_lag1,Overall Deficit (USD),Overall Deficit (USD)_lag1
Italy,2021,141.54493199313,1.873783258,51549414015.0,31.17160886,24902365871.0,6172.0,1096.0,29325.0,86744.0,20069.0,14584.0,19894.0,170833.0,160242.0,11067.0,19741.0,17297.0,39842.0,12034.0,17482.0,492678.0,1166379.0,46126.0,29.13036876,24.916,2179210000000.0,157327.0,-0.515599999,63.72334706,14.6,71.346,30.732,0.733185623,24.76885575,25097922.0,9.497,7.0,0.8109166666666666,4,149.85534520991,-0.137707574,75096663921.0,28.72585519,-17050399621.0,5862.0,944.0,25792.0,80756.0,18582.0,15520.0,20576.0,151202.0,149262.0,9492.0,10454.0,9887.0,37936.0,10558.0,15290.0,475918.0,1077655.0,38225.0,25.21362872,23.825,1907480000000.0,85281.0,-0.487095092,63.79479139,14.6,71.039,32.628,0.739269304,24.6295251,25135572.0,9.164,7.0,1.1681666666666668,-539764215010.57495,-469802187722.48
Italy,2022,134.651570422,8.201289912,-32783290820.0,35.11701656,62728326244.0,6172.0,1096.0,29325.0,86744.0,20069.0,14584.0,19894.0,170833.0,160242.0,11067.0,19741.0,17297.0,39842.0,12034.0,17482.0,492678.0,1166380.0,46126.0,36.93617537,25.996,2103000000000.0,231228.0,-0.202300867,63.68102968,14.6,71.657,30.059,-1.251162981,24.49652235,25385683.0,8.069,7.0,3.15675,4,141.54493199313,1.873783258,51549414015.0,31.17160886,24902365871.0,6172.0,1096.0,29325.0,86744.0,20069.0,14584.0,19894.0,170833.0,160242.0,11067.0,19741.0,17297.0,39842.0,12034.0,17482.0,492678.0,1166379.0,46126.0,29.13036876,24.916,2179210000000.0,157327.0,-0.515599999,63.72334706,14.6,71.346,30.732,0.733185623,24.76885575,25097922.0,9.497,7.0,0.8109166666666666,-515160698640.5,-539764215010.57495
Italy,2023,131.69489539554,5.622194422,-247461896.5,33.72973345,42019753074.0,6172.0,1096.0,29325.0,86744.0,20069.0,14584.0,19894.0,170833.0,160242.0,11067.0,19741.0,17297.0,39842.0,12034.0,17482.0,492678.0,1166380.0,46126.0,32.51037335,26.392,2300940000000.0,150189.0,-0.034221658,63.63678167,14.6,71.973,30.059,-0.875338875,24.49652235,25785989.0,7.618,7.0,4.28325,4,134.651570422,8.201289912,-32783290820.0,35.11701656,62728326244.0,6172.0,1096.0,29325.0,86744.0,20069.0,14584.0,19894.0,170833.0,160242.0,11067.0,19741.0,17297.0,39842.0,12034.0,17482.0,492678.0,1166380.0,46126.0,36.93617537,25.996,2103000000000.0,231228.0,-0.202300867,63.68102968,14.6,71.657,30.059,-1.251162981,24.49652235,25385683.0,8.069,7.0,3.15675,-563649114980.09,-515160698640.5
Japan,2010,156.78317,-0.728243208,220888000000.0,14.91850345,7440979284.0,52251.0,3072.0,50042.0,208016.0,65798.0,7384.0,25859.0,261756.0,411140.0,45187.0,15452.0,25714.0,69768.0,13140.0,19861.0,909109.0,2258575.0,74301.0,13.57996924,43.034,5759070000000.0,131860.0,0.017960542,63.53104559,26.6,90.812,20.981,3.545761915,19.233,66101539.0,5.103,4.0,1.1483333333333332,4,156.78317,-0.728243208,220888000000.0,14.91850345,7440979284.0,52251.0,3072.0,50042.0,208016.0,65798.0,7384.0,25859.0,261756.0,411140.0,45187.0,15452.0,25714.0,69768.0,13140.0,19861.0,909109.0,2258575.0,74301.0,13.57996924,43.034,5759070000000.0,131860.0,0.017960542,63.53104559,26.6,90.812,20.981,3.545761915,19.233,66101539.0,5.103,4.0,1.1483333333333332,-1107639674525.0,-1107639674525.0
Japan,2011,168.35211247786,-0.272455616,129597000000.0,14.77446226,-850717035.1,57964.0,2373.0,55053.0,226316.0,74391.0,20482.0,26144.0,275988.0,467053.0,44368.0,15935.0,27747.0,79284.0,14823.0,21382.0,1027679.0,2523570.0,84965.0,15.42049847,42.632,6233150000000.0,97720.0,-0.185226486,63.05776392,26.6,91.069,21.826,3.174489687,19.939,65675447.0,4.55,4.0,1.1024166666666666,4,156.78317,-0.728243208,220888000000.0,14.91850345,7440979284.0,52251.0,3072.0,50042.0,208016.0,65798.0,7384.0,25859.0,261756.0,411140.0,45187.0,15452.0,25714.0,69768.0,13140.0,19861.0,909109.0,2258575.0,74301.0,13.57996924,43.034,5759070000000.0,131860.0,0.017960542,63.53104559,26.6,90.812,20.981,3.545761915,19.233,66101539.0,5.103,4.0,1.1483333333333332,-1242825254930.0,-1107639674525.0
Japan,2012,176.72225523533,-0.04406451,60116999697.0,14.41477461,546962692.2,58987.0,2761.0,57260.0,225884.0,68100.0,27414.0,21510.0,269387.0,476939.0,40061.0,16402.0,27256.0,78826.0,14061.0,21259.0,1034481.0,2527861.0,85646.0,16.0561363,41.507,6272360000000.0,67904.0,-0.159710676,62.29122864,26.6,91.148,21.773,2.180076528,20.537,65375384.0,4.358,4.0,0.8355833333333332,4,168.35211247786,-0.272455616,129597000000.0,14.77446226,-850717035.1,57964.0,2373.0,55053.0,226316.0,74391.0,20482.0,26144.0,275988.0,467053.0,44368.0,15935.0,27747.0,79284.0,14823.0,21382.0,1027679.0,2523570.0,84965.0,15.42049847,42.632,6233150000000.0,97720.0,-0.185226486,63.05776392,26.6,91.069,21.826,3.174489687,19.939,65675447.0,4.55,4.0,1.1024166666666666,-1288152045339.0,-1242825254930.0
Japan,2013,183.26766274701,0.335037912,46378535980.0,15.78415673,10648441636.0,50969.0,2560.0,47231.0,187710.0,57563.0,21469.0,11554.0,225578.0,398262.0,37653.0,13631.0,26990.0,65279.0,11877.0,18456.0,853346.0,2110014.0,78632.0,18.19461192,42.478,5212330000000.0,66449.0,-0.144271883,61.4978528,26.6,91.226,21.769,1.664021933,21.156,65626688.0,4.038,4.0,0.6896666666666667,4,176.72225523533,-0.04406451,60116999697.0,14.41477461,546962692.2,58987.0,2761.0,57260.0,225884.0,68100.0,27414.0,21510.0,269387.0,476939.0,40061.0,16402.0,27256.0,78826.0,14061.0,21259.0,1034481.0,2527861.0,85646.0,16.0561363,41.507,6272360000000.0,67904.0,-0.159710676,62.29122864,26.6,91.148,21.773,2.180076528,20.537,65375384.0,4.358,4.0,0.8355833333333332,-1102718424786.0,-1288152045339.0
Japan,2014,186.4358530494,2.759226714,36351469240.0,17.41865535,19752249424.0,44069.0,1784.0,45568.0,175785.0,56900.0,16518.0,6811.0,206232.0,373807.0,36138.0,12490.0,23989.0,63153.0,11715.0,18334.0,792973.0,1958010.0,70755.0,20.01277922,42.966,4896990000000.0,58109.0,-0.132694222,60.80308539,28.0,91.304,21.539,-0.459381592,21.634,65840129.0,3.589,4.0,0.5203333333333333,4,183.26766274701,0.335037912,46378535980.0,15.78415673,10648441636.0,50969.0,2560.0,47231.0,187710.0,57563.0,21469.0,11554.0,225578.0,398262.0,37653.0,13631.0,26990.0,65279.0,11877.0,18456.0,853346.0,2110014.0,78632.0,18.19461192,42.478,5212330000000.0,66449.0,-0.144271883,61.4978528,26.6,91.226,21.769,1.664021933,21.156,65626688.0,4.038,4.0,0.6896666666666667,-1059412858590.0,-1102718424786.0
Japan,2015,188.24769660712,0.795279631,136472000000.0,17.43675984,5252218412.0,38604.0,1861.0,39923.0,152891.0,50519.0,16160.0,6071.0,181830.0,337987.0,29509.0,10858.0,20384.0,55600.0,9678.0,16378.0,707151.0,1735454.0,59209.0,17.99064852,42.925,4444930000000.0,168896.0,-0.106124994,60.23262029,28.0,91.381,21.914,-0.94844123,21.286,65932267.0,3.385,4.0,0.35,4,186.4358530494,2.759226714,36351469240.0,17.41865535,19752249424.0,44069.0,1784.0,45568.0,175785.0,56900.0,16518.0,6811.0,206232.0,373807.0,36138.0,12490.0,23989.0,63153.0,11715.0,18334.0,792973.0,1958010.0,70755.0,20.01277922,42.966,4896990000000.0,58109.0,-0.132694222,60.80308539,28.0,91.304,21.539,-0.459381592,21.634,65840129.0,3.589,4.0,0.5203333333333333,-946146064346.0001,-1059412858590.0
Japan,2016,193.11514745816,-0.127258844,197049000000.0,16.05796924,40954181469.0,41206.0,1962.0,41568.0,166898.0,58001.0,16609.0,5863.0,197576.0,375127.0,33519.0,11395.0,23132.0,61410.0,10242.0,18687.0,801094.0,1933846.0,68582.0,15.25227761,44.806,5003680000000.0,314732.0,-0.051137415,59.76472262,26.3,91.457,21.965,0.62219276,23.106,66533592.0,3.132,4.0,-0.06625,4,188.24769660712,0.795279631,136472000000.0,17.43675984,5252218412.0,38604.0,1861.0,39923.0,152891.0,50519.0,16160.0,6071.0,181830.0,337987.0,29509.0,10858.0,20384.0,55600.0,9678.0,16378.0,707151.0,1735454.0,59209.0,17.99064852,42.925,4444930000000.0,168896.0,-0.106124994,60.23262029,28.0,91.381,21.914,-0.94844123,21.286,65932267.0,3.385,4.0,0.35,-1156148366954.0,-946146064346.0001
Japan,2017,191.26095470218,0.484199796,203169000000.0,17.5914391,18802251208.0,42067.0,2236.0,44769.0,162077.0,56098.0,13605.0,5582.0,185748.0,371361.0,31400.0,11010.0,21807.0,58960.0,9756.0,18474.0,786185.0,1890688.0,68819.0,16.83177447,44.599,4930840000000.0,322564.0,-0.081874296,59.41434595,24.7,91.535,22.077,1.069144407,21.49,67066389.0,2.822,4.0,0.0516666666666666,4,193.11514745816,-0.127258844,197049000000.0,16.05796924,40954181469.0,41206.0,1962.0,41568.0,166898.0,58001.0,16609.0,5863.0,197576.0,375127.0,33519.0,11395.0,23132.0,61410.0,10242.0,18687.0,801094.0,1933846.0,68582.0,15.25227761,44.806,5003680000000.0,314732.0,-0.051137415,59.76472262,26.3,91.457,21.965,0.62219276,23.106,66533592.0,3.132,4.0,-0.06625,-1059635625311.9999,-1156148366954.0
Japan,2018,192.42173572719,0.989094598,177269000000.0,18.3149456,25289367858.0,42504.0,2351.0,45793.0,165149.0,56152.0,12364.0,7045.0,188805.0,380618.0,31966.0,11216.0,23477.0,61374.0,10900.0,19355.0,799503.0,1930416.0,71129.0,18.2949862,47.399,5040880000000.0,320601.0,-0.126880068,59.16356175,24.0,91.616,22.195,1.069144407,21.319,68191530.0,2.467,4.0,0.065,4,191.26095470218,0.484199796,203169000000.0,17.5914391,18802251208.0,42067.0,2236.0,44769.0,162077.0,56098.0,13605.0,5582.0,185748.0,371361.0,31400.0,11010.0,21807.0,58960.0,9756.0,18474.0,786185.0,1890688.0,68819.0,16.83177447,44.599,4930840000000.0,322564.0,-0.081874296,59.41434595,24.7,91.535,22.077,1.069144407,21.49,67066389.0,2.822,4.0,0.0516666666666666,-1074663276784.0,-1059635625311.9999
Japan,2019,197.46188862774,0.468776159,176610000000.0,17.46352643,39960544340.0,44228.0,2820.0,47160.0,170936.0,57486.0,11156.0,8204.0,191201.0,394922.0,32081.0,12566.0,27476.0,63846.0,10843.0,21593.0,823586.0,1992999.0,72029.0,17.75289168,49.09,5117990000000.0,318190.0,-0.140464978,59.00467021,23.9,91.698,22.765,1.069144407,20.723,68814267.0,2.351,4.0,-0.1104166666666666,4,192.42173572719,0.989094598,177269000000.0,18.3149456,25289367858.0,42504.0,2351.0,45793.0,165149.0,56152.0,12364.0,7045.0,188805.0,380618.0,31966.0,11216.0,23477.0,61374.0,10900.0,19355.0,799503.0,1930416.0,71129.0,18.2949862,47.399,5040880000000.0,320601.0,-0.126880068,59.16356175,24.0,91.616,22.195,1.069144407,21.319,68191530.0,2.467,4.0,0.065,-1060599074701.0,-1074663276784.0
Japan,2020,205.49949037454,-0.024995834,150029000000.0,15.5285155,62584719398.0,48987.0,3617.0,46283.0,181698.0,63854.0,11745.0,216056.0,194040.0,432408.0,34906.0,11359.0,56690.0,65225.0,11063.0,20758.0,898263.0,2380620.0,81848.0,15.79727763,48.557,5055590000000.0,42001.0,-0.294194618,58.8610728,23.9,91.782,24.943,1.069144407,20.535,68659777.0,2.809,4.0,-0.0054166666666666,4,197.46188862774,0.468776159,176610000000.0,17.46352643,39960544340.0,44228.0,2820.0,47160.0,170936.0,57486.0,11156.0,8204.0,191201.0,394922.0,32081.0,12566.0,27476.0,63846.0,10843.0,21593.0,823586.0,1992999.0,72029.0,17.75289168,49.09,5117990000000.0,318190.0,-0.140464978,59.00467021,23.9,91.698,22.765,1.069144407,20.723,68814267.0,2.351,4.0,-0.1104166666666666,-1038163025880.0,-1060599074701.0
Japan,2021,214.32623910684,-0.233352779,196525000000.0,18.12547664,35027163876.0,45979.0,4773.0,50475.0,173147.0,57769.0,12723.0,27436.0,188491.0,460314.0,31721.0,11610.0,89533.0,61752.0,11171.0,22526.0,897587.0,2225634.0,77510.0,18.64600665,48.878,5034620000000.0,-34996.0,-0.459952416,58.73473848,23.9,91.867,24.943,1.069144407,21.192,68666915.0,2.828,4.0,0.0716666666666666,4,205.49949037454,-0.024995834,150029000000.0,15.5285155,62584719398.0,48987.0,3617.0,46283.0,181698.0,63854.0,11745.0,216056.0,194040.0,432408.0,34906.0,11359.0,56690.0,65225.0,11063.0,20758.0,898263.0,2380620.0,81848.0,15.79727763,48.557,5055590000000.0,42001.0,-0.294194618,58.8610728,23.9,91.782,24.943,1.069144407,20.535,68659777.0,2.809,4.0,-0.0054166666666666,-1066934444766.0,-1038163025880.0
Japan,2022,215.03871647818,2.497702782,90276942261.0,21.54172312,48004621741.0,45979.0,4773.0,50475.0,173147.0,57769.0,12723.0,27436.0,188491.0,460314.0,31721.0,11610.0,89533.0,61752.0,11171.0,22526.0,897587.0,2225635.0,77510.0,25.30200902,48.707,4256410000000.0,175003.0,-0.443851919,58.73841652,23.9,91.955,24.943,1.069144407,21.868,68929060.0,2.6,4.0,0.2316666666666666,4,214.32623910684,-0.233352779,196525000000.0,18.12547664,35027163876.0,45979.0,4773.0,50475.0,173147.0,57769.0,12723.0,27436.0,188491.0,460314.0,31721.0,11610.0,89533.0,61752.0,11171.0,22526.0,897587.0,2225634.0,77510.0,18.64600665,48.878,5034620000000.0,-34996.0,-0.459952416,58.73473848,23.9,91.867,24.943,1.069144407,21.192,68666915.0,2.828,4.0,0.0716666666666666,-930789513164.9999,-1066934444766.0
Japan,2023,205.61384615697,3.268133659,150691000000.0,21.81054458,19983856530.0,45979.0,4773.0,50475.0,173147.0,57769.0,12723.0,27436.0,188491.0,460314.0,31721.0,11610.0,89533.0,61752.0,11171.0,22526.0,897587.0,2225635.0,77510.0,23.35210391,49.841,4204490000000.0,175003.0,-0.487370782,58.7888993,23.9,92.043,24.943,1.069144407,21.778,69208137.0,2.575,4.0,0.5625,4,215.03871647818,2.497702782,90276942261.0,21.54172312,48004621741.0,45979.0,4773.0,50475.0,173147.0,57769.0,12723.0,27436.0,188491.0,460314.0,31721.0,11610.0,89533.0,61752.0,11171.0,22526.0,897587.0,2225635.0,77510.0,25.30200902,48.707,4256410000000.0,175003.0,-0.443851919,58.73841652,23.9,91.955,24.943,1.069144407,21.868,68929060.0,2.6,4.0,0.2316666666666666,-915651606564.9999,-930789513164.9999
Korea,2010,28.262273901809,2.939286527,27950500000.0,47.10373691,9497400000.0,2843.167,315.667,26674.0,50806.0,9947.0,1474.667,2247.833,52702.0,43005.0,13258.0,600.333,1015.333,12120.0,420.833,8412.0,60323.0,338524.0,11961.667,44.29585958,23.126,1143670000000.0,52042.0,0.498225084,72.61958117,15.6,81.936,7.86,2.700250556,13.43693029,25423182.0,3.324,4.0,4.773333333333333,1,28.262273901809,2.939286527,27950500000.0,47.10373691,9497400000.0,2843.167,315.667,26674.0,50806.0,9947.0,1474.667,2247.833,52702.0,43005.0,13258.0,600.333,1015.333,12120.0,420.833,8412.0,60323.0,338524.0,11961.667,44.29585958,23.126,1143670000000.0,52042.0,0.498225084,72.61958117,15.6,81.936,7.86,2.700250556,13.43693029,25423182.0,3.324,4.0,4.773333333333333,-153673802123.64297,-153673802123.64297
Korea,2011,29.000591243434,4.025965004,16638200000.0,53.3377319,9773000000.0,3043.667,260.833,30565.0,56616.0,10738.0,1706.833,2515.0,58532.0,47217.0,13548.0,846.333,1095.5,13243.0,487.0,9224.0,70587.0,380804.0,13681.167,52.22858168,23.714,1253290000000.0,269958.0,0.768971759,72.8572204,19.2,81.923,7.814,4.418990751,13.85096763,25873639.0,2.992,4.0,4.2025,1,28.262273901809,2.939286527,27950500000.0,47.10373691,9497400000.0,2843.167,315.667,26674.0,50806.0,9947.0,1474.667,2247.833,52702.0,43005.0,13258.0,600.333,1015.333,12120.0,420.833,8412.0,60323.0,338524.0,11961.667,44.29585958,23.126,1143670000000.0,52042.0,0.498225084,72.61958117,15.6,81.936,7.86,2.700250556,13.43693029,25423182.0,3.324,4.0,4.773333333333333,-173592411406.027,-153673802123.64297
Korea,2012,29.518551795267,2.187071044,48790600000.0,54.09405134,9495900000.0,3048.833,201.583,30813.0,58728.0,10462.0,1676.833,2709.0,60132.0,48382.0,13282.0,1066.167,1103.0,14255.0,493.167,9661.0,77547.0,393671.0,14192.0,51.3642764,24.456,1278050000000.0,281866.0,0.525713661,73.10856436,19.2,81.851,8.329,4.092791268,14.0775915,26273329.0,2.812,4.0,3.4475,1,29.000591243434,4.025965004,16638200000.0,53.3377319,9773000000.0,3043.667,260.833,30565.0,56616.0,10738.0,1706.833,2515.0,58532.0,47217.0,13548.0,846.333,1095.5,13243.0,487.0,9224.0,70587.0,380804.0,13681.167,52.22858168,23.714,1253290000000.0,269958.0,0.768971759,72.8572204,19.2,81.923,7.814,4.418990751,13.85096763,25873639.0,2.992,4.0,4.2025,-179918264494.75,-173592411406.027
Korea,2013,30.916448830079,1.301347545,77258900000.0,51.29207111,12766600000.0,2960.833,190.833,33654.0,63658.0,11546.0,1707.417,2756.0,61993.0,52067.0,13424.0,1014.5,1088.0,15583.0,523.167,10753.0,85032.0,412976.0,14156.167,46.66003384,24.658,1370630000000.0,301926.0,0.455218622,73.24167186,18.4,81.779,8.825,3.588241715,13.63062344,26638924.0,2.747,4.0,3.278083333333333,1,29.518551795267,2.187071044,48790600000.0,54.09405134,9495900000.0,3048.833,201.583,30813.0,58728.0,10462.0,1676.833,2709.0,60132.0,48382.0,13282.0,1066.167,1103.0,14255.0,493.167,9661.0,77547.0,393671.0,14192.0,51.3642764,24.456,1278050000000.0,281866.0,0.525713661,73.10856436,19.2,81.851,8.329,4.092791268,14.0775915,26273329.0,2.812,4.0,3.4475,-186825001079.672,-179918264494.75
Korea,2014,32.18316379055,1.274774464,83029600000.0,47.83142087,9273600000.0,2860.833,214.167,35998.0,70199.0,13139.0,1686.0,2588.167,66425.0,58508.0,13796.0,903.0,1071.333,16984.0,534.0,11094.0,97230.0,451597.0,13546.167,42.78302103,26.568,1484490000000.0,308037.0,0.628149861,73.27508228,18.2,81.707,9.19,3.326270741,13.24116166,27391569.0,3.082,4.0,3.186333333333333,1,30.916448830079,1.301347545,77258900000.0,51.29207111,12766600000.0,2960.833,190.833,33654.0,63658.0,11546.0,1707.417,2756.0,61993.0,52067.0,13424.0,1014.5,1088.0,15583.0,523.167,10753.0,85032.0,412976.0,14156.167,46.66003384,24.658,1370630000000.0,301926.0,0.455218622,73.24167186,18.4,81.779,8.825,3.588241715,13.63062344,26638924.0,2.747,4.0,3.278083333333333,-196563269129.534,-186825001079.672
Korea,2015,33.564122612725,0.706331772,105119000000.0,42.98956153,4104100000.0,2517.167,115.167,35195.0,68986.0,12707.0,1395.5,1941.0,62496.0,58649.0,14218.0,789.333,848.667,17037.0,448.667,11419.0,98248.0,445649.0,11653.333,36.14293286,28.105,1466040000000.0,276427.0,0.527288497,73.2814792,18.2,81.634,9.636,0.337001849,13.15814434,27790589.0,3.546,4.0,2.30575,1,32.18316379055,1.274774464,83029600000.0,47.83142087,9273600000.0,2860.833,214.167,35998.0,70199.0,13139.0,1686.0,2588.167,66425.0,58508.0,13796.0,903.0,1071.333,16984.0,534.0,11094.0,97230.0,451597.0,13546.167,42.78302103,26.568,1484490000000.0,308037.0,0.628149861,73.27508228,18.2,81.707,9.19,3.326270741,13.24116166,27391569.0,3.082,4.0,3.186333333333333,-192903213633.136,-196563269129.534
Korea,2016,34.002006916901,0.97168574,97923700000.0,40.13265091,12104300000.0,2558.667,171.75,35046.0,68685.0,13046.0,1630.333,2145.5,61392.0,63361.0,14306.0,787.833,853.167,18179.0,462.167,12585.0,101008.0,454343.0,13094.667,33.47115855,28.252,1499680000000.0,91568.0,0.396851823,73.28151192,18.2,81.562,9.87,1.354559423,13.98195298,28046560.0,3.65,4.0,1.7474166666666668,1,33.564122612725,0.706331772,105119000000.0,42.98956153,4104100000.0,2517.167,115.167,35195.0,68986.0,12707.0,1395.5,1941.0,62496.0,58649.0,14218.0,789.333,848.667,17037.0,448.667,11419.0,98248.0,445649.0,11653.333,36.14293286,28.105,1466040000000.0,276427.0,0.527288497,73.2814792,18.2,81.634,9.636,0.337001849,13.15814434,27790589.0,3.546,4.0,2.30575,-209684098107.46402,-192903213633.136
Korea,2017,34.177731393973,1.944332308,75230900000.0,40.93420694,17912900000.0,2544.333,174.167,36296.0,74332.0,14439.0,1672.0,2120.5,64768.0,70052.0,16061.0,803.167,856.5,19405.0,542.667,13994.0,109368.0,491316.0,13578.833,36.18671087,28.007,1623070000000.0,104029.0,0.280968018,73.1104703,18.2,81.503,10.107,1.2266202,14.49381853,28360805.0,3.653,4.0,2.282583333333333,1,34.002006916901,0.97168574,97923700000.0,40.13265091,12104300000.0,2558.667,171.75,35046.0,68685.0,13046.0,1630.333,2145.5,61392.0,63361.0,14306.0,787.833,853.167,18179.0,462.167,12585.0,101008.0,454343.0,13094.667,33.47115855,28.252,1499680000000.0,91568.0,0.396851823,73.28151192,18.2,81.562,9.87,1.354559423,13.98195298,28046560.0,3.65,4.0,1.7474166666666668,-235244329098.871,-209684098107.46402
Korea,2018,34.337927563304,1.47583935,77466500000.0,41.71329084,12182600000.0,2288.667,171.667,42012.0,82498.0,13763.0,1609.167,2388.333,69608.0,80912.0,16978.0,755.0,792.5,20376.0,624.5,16475.0,119183.0,537406.0,14421.833,37.27557467,27.262,1725370000000.0,118220.0,0.433519028,72.83340796,18.2,81.459,10.895,3.164269211,15.53638373,28529395.0,3.824,4.0,2.5027500000000003,2,34.177731393973,1.944332308,75230900000.0,40.93420694,17912900000.0,2544.333,174.167,36296.0,74332.0,14439.0,1672.0,2120.5,64768.0,70052.0,16061.0,803.167,856.5,19405.0,542.667,13994.0,109368.0,491316.0,13578.833,36.18671087,28.007,1623070000000.0,104029.0,0.280968018,73.1104703,18.2,81.503,10.107,1.2266202,14.49381853,28360805.0,3.653,4.0,2.282583333333333,-268059566556.301,-235244329098.871
Korea,2019,36.321160115521,0.383000304,59676100000.0,39.27586107,9634300000.0,2336.667,173.667,42235.0,84698.0,14694.0,1620.333,8278.167,69030.0,85670.0,18265.0,703.333,614.5,21133.0,570.333,17028.0,125903.0,559356.0,13737.333,36.4812779,27.552,1651420000000.0,128622.0,0.347874969,72.5261053,18.2,81.43,12.259,4.321429493,15.19956653,28823018.0,3.746,4.0,1.70225,2,34.337927563304,1.47583935,77466500000.0,41.71329084,12182600000.0,2288.667,171.667,42012.0,82498.0,13763.0,1609.167,2388.333,69608.0,80912.0,16978.0,755.0,792.5,20376.0,624.5,16475.0,119183.0,537406.0,14421.833,37.27557467,27.262,1725370000000.0,118220.0,0.433519028,72.83340796,18.2,81.459,10.895,3.164269211,15.53638373,28529395.0,3.824,4.0,2.5027500000000003,-251008122233.726,-268059566556.301
Korea,2020,42.211001108193,0.537288023,75902200000.0,36.35959055,8764900000.0,2257.833,189.0,45964.0,85456.0,18295.0,2409.167,13687.333,77747.0,92017.0,19776.0,752.333,633.333,22385.0,592.333,17441.0,152706.0,627011.0,15125.667,32.67445454,26.213,1644310000000.0,112631.0,0.137869266,72.06317447,18.2,81.414,14.393,1.218859926,14.86125767,28614009.0,3.931,4.0,1.4996666666666665,2,36.321160115521,0.383000304,59676100000.0,39.27586107,9634300000.0,2336.667,173.667,42235.0,84698.0,14694.0,1620.333,8278.167,69030.0,85670.0,18265.0,703.333,614.5,21133.0,570.333,17028.0,125903.0,559356.0,13737.333,36.4812779,27.552,1651420000000.0,128622.0,0.347874969,72.5261053,18.2,81.43,12.259,4.321429493,15.19956653,28823018.0,3.746,4.0,1.70225,-244364518982.577,-251008122233.726
Korea,2021,45.144730178394,2.498333333,85228200000.0,41.8772295,22060400000.0,2448.0,142.0,45964.0,85456.0,18295.0,3456.167,6366.167,77747.0,92017.0,19776.0,889.333,800.667,22385.0,628.833,17441.0,152706.0,564293.9999999999,16864.833,38.32222742,27.509,1818430000000.0,-16778.0,-0.128757315,71.54037017,18.2,81.414,14.922,0.117975152,16.73473394,28802794.0,3.639,4.0,2.0645,2,42.211001108193,0.537288023,75902200000.0,36.35959055,8764900000.0,2257.833,189.0,45964.0,85456.0,18295.0,2409.167,13687.333,77747.0,92017.0,19776.0,752.333,633.333,22385.0,592.333,17441.0,152706.0,627011.0,15125.667,32.67445454,26.213,1644310000000.0,112631.0,0.137869266,72.06317447,18.2,81.414,14.393,1.218859926,14.86125767,28614009.0,3.931,4.0,1.4996666666666665,-304308858091.142,-244364518982.577
